sample_id,timestamp,data_type,protein_content,fat_content,carbohydrate_content,moisture,ash,ph_level,viscosity,quality_score,lab_technician,product_line
NPTC_0742,2025-09-30 10:22:42.083420,pilot_plant,10.78,3.98,48.4,8.37,2.11,5.21,865.6,78.3,Alice_Smith,Beverage_Mix
NPTC_0743,2025-09-27 09:22:42.083449,analytical,14.09,2.79,51.52,6.98,2.83,5.46,1014.6,86.1,Carol_Davis,Cereal_Bar
NPTC_0744,2025-09-29 04:22:42.083478,analytical,15.81,3.86,38.24,8.13,1.26,6.7,1175.5,90.7,Carol_Davis,Cereal_Bar
NPTC_0745,2025-09-27 07:22:42.083513,analytical,17.06,2.64,45.98,8.55,2.07,6.9,1431.8,92.1,David_Wilson,Protein_Powder
NPTC_0746,2025-09-26 23:22:42.083540,analytical,11.4,1.3,49.15,9.28,1.61,6.94,1340.2,84.7,David_Wilson,Beverage_Mix
NPTC_0747,2025-09-23 23:22:42.083571,analytical,11.57,2.35,43.56,7.42,3.22,7.6,1111.9,79.8,Carol_Davis,Beverage_Mix
NPTC_0748,2025-09-26 21:22:42.083609,analytical,12.83,1.56,43.89,8.06,2.14,7.91,1513.2,82.4,Bob_Jones,Baby_Formula
NPTC_0749,2025-09-25 10:22:42.083642,analytical,9.46,3.6,52.12,9.27,2.39,6.61,1242.6,81.7,Bob_Jones,Baby_Formula
NPTC_0750,2025-09-29 02:22:42.083670,analytical,14.95,3.09,43.17,9.6,1.93,6.22,1070.9,88.2,Alice_Smith,Protein_Powder
NPTC_0751,2025-09-26 13:22:42.083739,analytical,11.08,3.1,30.79,8.96,2.75,7.75,951.7,71.0,Bob_Jones,Protein_Powder
NPTC_0752,2025-09-28 16:22:42.083780,analytical,11.91,1.48,45.65,7.43,1.69,7.75,1383.4,80.9,Carol_Davis,Protein_Powder
NPTC_0753,2025-09-25 18:22:42.083813,pilot_plant,12.29,4.11,40.03,5.47,1.88,7.62,921.0,72.5,Carol_Davis,Beverage_Mix
NPTC_0754,2025-09-27 04:22:42.083849,analytical,11.36,3.96,37.33,6.8,2.22,6.29,1313.5,79.7,Alice_Smith,Cereal_Bar
NPTC_0755,2025-09-25 20:22:42.083883,pilot_plant,12.87,3.8,48.68,8.82,2.69,5.96,1253.5,86.3,Alice_Smith,Baby_Formula
NPTC_0756,2025-09-29 04:22:42.083914,pilot_plant,10.68,2.15,47.77,7.14,2.15,6.16,1103.6,84.0,Bob_Jones,Protein_Powder
NPTC_0757,2025-09-29 17:22:42.083954,analytical,9.29,3.52,51.16,7.08,2.88,7.36,1620.4,77.4,David_Wilson,Beverage_Mix
NPTC_0758,2025-09-24 21:22:42.083982,pilot_plant,11.66,3.23,40.06,7.28,3.66,7.75,1062.9,76.4,Alice_Smith,Cereal_Bar
NPTC_0759,2025-09-29 03:22:42.084016,analytical,8.97,2.87,41.43,6.29,1.37,5.86,1201.5,72.9,Carol_Davis,Cereal_Bar
NPTC_0760,2025-09-28 21:22:42.084048,sensory,14.8,2.15,43.58,8.14,1.69,7.3,1302.1,89.7,Bob_Jones,Protein_Powder
NPTC_0761,2025-09-27 20:22:42.084079,analytical,10.2,3.2,48.92,6.67,1.84,6.6,1175.7,82.9,Carol_Davis,Beverage_Mix
NPTC_0762,2025-09-28 07:22:42.084111,analytical,12.47,3.03,53.51,9.29,2.85,6.4,1358.6,88.1,Carol_Davis,Cereal_Bar
NPTC_0763,2025-09-29 05:22:42.084142,analytical,11.54,3.9,44.55,9.52,2.44,8.22,972.5,71.9,David_Wilson,Cereal_Bar
NPTC_0764,2025-09-25 17:22:42.084172,pilot_plant,15.73,2.29,50.24,9.32,2.73,6.64,1359.3,93.4,David_Wilson,Protein_Powder
NPTC_0765,2025-09-28 10:22:42.084202,analytical,10.69,2.55,49.57,8.26,2.69,5.82,1359.9,84.0,David_Wilson,Cereal_Bar
NPTC_0766,2025-09-26 10:22:42.084232,analytical,11.18,4.23,60.67,7.02,2.3,6.3,1231.0,84.9,Carol_Davis,Beverage_Mix
NPTC_0767,2025-09-23 23:22:42.084262,analytical,11.69,3.2,46.39,6.09,3.76,7.22,1292.0,79.0,Alice_Smith,Protein_Powder
NPTC_0768,2025-09-29 00:22:42.084292,analytical,13.73,3.17,48.16,7.33,1.52,5.94,1078.2,88.6,David_Wilson,Protein_Powder
NPTC_0769,2025-09-24 06:22:42.084321,pilot_plant,13.86,2.9,36.87,8.12,3.06,7.51,1234.7,83.2,Bob_Jones,Protein_Powder
NPTC_0770,2025-09-28 16:22:42.084351,pilot_plant,14.75,4.43,46.84,6.93,3.27,7.46,1067.7,85.3,Bob_Jones,Beverage_Mix
NPTC_0771,2025-09-28 21:22:42.084380,pilot_plant,13.57,3.97,48.7,8.74,2.51,6.22,1262.5,89.5,Bob_Jones,Baby_Formula
NPTC_0772,2025-09-25 13:22:42.084413,pilot_plant,14.33,3.29,41.83,6.99,2.17,6.86,1488.7,87.5,Alice_Smith,Protein_Powder
NPTC_0773,2025-09-29 18:22:42.084446,analytical,12.08,3.14,50.64,7.18,2.73,6.07,1006.5,86.5,Carol_Davis,Baby_Formula
NPTC_0774,2025-09-23 20:22:42.084478,analytical,13.09,3.61,53.83,8.4,3.04,6.11,1534.2,89.7,Carol_Davis,Beverage_Mix
NPTC_0775,2025-09-27 14:22:42.084510,pilot_plant,11.6,3.39,48.79,9.12,2.15,7.03,1442.5,83.3,Alice_Smith,Cereal_Bar
NPTC_0776,2025-09-29 20:22:42.084540,sensory,14.83,1.21,42.09,7.86,2.68,7.71,1621.3,87.1,Bob_Jones,Beverage_Mix
NPTC_0777,2025-09-24 07:22:42.084568,pilot_plant,10.5,4.95,37.4,7.5,2.54,7.59,1379.3,73.5,Alice_Smith,Baby_Formula
NPTC_0778,2025-09-27 11:22:42.084597,pilot_plant,17.12,2.63,51.03,8.5,2.42,7.83,1147.5,87.7,Alice_Smith,Protein_Powder
NPTC_0779,2025-09-27 07:22:42.084625,pilot_plant,10.5,2.52,39.77,7.04,0.97,7.24,1660.8,77.2,David_Wilson,Beverage_Mix
NPTC_0781,2025-09-24 16:22:42.084688,pilot_plant,12.32,2.65,45.48,6.47,1.69,7.84,927.5,77.3,Carol_Davis,Beverage_Mix
NPTC_0782,2025-09-25 15:22:42.084717,pilot_plant,14.27,4.82,44.6,7.43,2.28,7.28,1272.3,85.9,Bob_Jones,Beverage_Mix
NPTC_0783,2025-09-27 18:22:42.084747,sensory,11.42,4.59,49.92,6.78,2.03,7.25,1286.7,80.7,Carol_Davis,Beverage_Mix
NPTC_0784,2025-09-29 22:22:42.084774,sensory,13.11,3.82,53.83,7.48,2.39,5.82,1615.3,87.3,Bob_Jones,Protein_Powder
NPTC_0785,2025-09-29 17:22:42.084802,analytical,12.17,3.22,48.74,6.14,2.07,6.12,1339.5,83.3,Carol_Davis,Baby_Formula
NPTC_0786,2025-09-25 14:22:42.084830,analytical,12.51,3.62,37.07,7.64,2.15,8.03,1317.4,75.9,David_Wilson,Cereal_Bar
NPTC_0787,2025-09-27 02:22:42.084860,pilot_plant,14.32,3.13,49.25,5.11,1.05,5.86,1279.8,83.0,Carol_Davis,Baby_Formula
NPTC_0788,2025-09-24 16:22:42.084889,sensory,15.56,4.44,49.96,6.2,2.25,7.08,1360.6,87.3,Bob_Jones,Protein_Powder
NPTC_0790,2025-09-29 16:22:42.084947,pilot_plant,12.04,2.7,53.99,7.16,2.77,6.35,1157.9,88.6,Alice_Smith,Cereal_Bar
NPTC_0791,2025-09-26 10:22:42.084975,pilot_plant,15.69,3.72,42.53,7.49,2.44,7.06,1052.4,89.0,Bob_Jones,Baby_Formula
NPTC_0792,2025-09-29 22:22:42.085045,pilot_plant,13.95,5.08,37.93,6.45,2.75,7.75,1411.8,76.3,Carol_Davis,Protein_Powder
NPTC_0793,2025-09-27 20:22:42.085090,analytical,13.42,2.96,43.99,8.32,2.39,7.86,1313.7,82.1,David_Wilson,Baby_Formula
NPTC_0794,2025-09-30 12:22:42.085120,analytical,14.69,2.38,44.98,10.9,2.27,7.21,1440.1,82.1,Bob_Jones,Beverage_Mix
NPTC_0795,2025-09-30 04:22:42.085151,analytical,12.16,3.77,52.19,8.78,2.45,8.0,1187.4,79.1,David_Wilson,Beverage_Mix
NPTC_0796,2025-09-24 23:22:42.085180,analytical,14.56,5.66,41.81,7.21,1.73,5.95,1212.3,85.6,Bob_Jones,Cereal_Bar
NPTC_0797,2025-09-30 04:22:42.085208,pilot_plant,12.59,3.1,39.69,5.54,2.35,7.65,733.6,73.7,Bob_Jones,Cereal_Bar
NPTC_0798,2025-09-29 08:22:42.085239,pilot_plant,10.83,4.33,49.73,7.71,3.39,5.56,969.3,81.2,David_Wilson,Beverage_Mix
NPTC_0799,2025-09-26 16:22:42.085267,analytical,12.1,3.05,38.59,9.24,2.88,7.43,1124.2,77.4,Carol_Davis,Protein_Powder
NPTC_0800,2025-09-28 18:22:42.085295,analytical,11.09,3.61,45.4,9.14,3.07,6.67,1601.5,83.1,David_Wilson,Cereal_Bar
NPTC_0801,2025-09-30 11:22:42.085322,analytical,14.23,3.32,48.54,9.63,2.62,5.26,1304.1,82.3,Alice_Smith,Protein_Powder
NPTC_0802,2025-09-25 16:22:42.085350,analytical,11.26,3.96,49.17,7.36,2.0,5.14,1280.8,78.2,David_Wilson,Baby_Formula
NPTC_0803,2025-09-24 10:22:42.085378,sensory,12.02,2.68,44.38,8.04,1.71,6.14,827.6,87.3,David_Wilson,Protein_Powder
NPTC_0804,2025-09-26 15:22:42.085407,analytical,12.66,3.73,45.06,8.14,2.31,7.66,1250.8,82.4,David_Wilson,Baby_Formula
NPTC_0806,2025-09-25 05:22:42.085464,pilot_plant,16.13,1.79,39.46,7.03,2.32,5.99,1317.8,88.1,Carol_Davis,Beverage_Mix
NPTC_0807,2025-09-29 13:22:42.085492,sensory,14.65,2.81,46.96,9.87,2.17,6.28,1408.9,88.9,Bob_Jones,Baby_Formula
NPTC_0808,2025-09-26 07:22:42.085519,analytical,13.74,3.57,47.09,8.44,2.31,6.88,1207.2,89.8,Alice_Smith,Cereal_Bar
NPTC_0809,2025-09-29 13:22:42.085546,pilot_plant,15.18,2.92,43.36,6.24,2.63,5.34,1413.6,82.1,Carol_Davis,Beverage_Mix
NPTC_0810,2025-09-28 03:22:42.085574,sensory,9.47,2.65,49.74,5.93,1.9,5.91,1290.7,76.7,David_Wilson,Beverage_Mix
NPTC_0811,2025-09-29 03:22:42.085601,analytical,18.92,2.55,42.57,7.02,2.31,8.06,1452.0,81.8,David_Wilson,Cereal_Bar
NPTC_0812,2025-09-30 04:22:42.085628,analytical,9.49,2.82,51.41,10.02,3.16,7.41,1199.5,74.8,Carol_Davis,Cereal_Bar
NPTC_0813,2025-09-30 14:22:42.085656,analytical,11.49,3.32,49.53,7.32,2.0,8.33,1195.2,76.1,Alice_Smith,Protein_Powder
NPTC_0814,2025-09-29 05:22:42.085683,analytical,13.0,3.72,45.59,7.57,2.86,5.66,877.3,84.5,David_Wilson,Cereal_Bar
NPTC_0815,2025-09-29 19:22:42.085710,analytical,11.55,2.63,54.45,9.81,2.6,6.42,1113.4,85.2,Alice_Smith,Protein_Powder
NPTC_0816,2025-09-28 14:22:42.085738,pilot_plant,13.98,2.34,43.96,8.75,3.47,6.67,895.2,90.4,Bob_Jones,Baby_Formula
NPTC_0817,2025-09-23 20:22:42.085766,pilot_plant,14.34,2.82,43.64,10.72,2.28,7.39,1251.3,79.9,Bob_Jones,Protein_Powder
NPTC_0818,2025-09-29 18:22:42.085797,analytical,8.8,2.0,51.74,7.53,2.05,7.33,964.9,79.2,David_Wilson,Cereal_Bar
NPTC_0819,2025-09-23 22:22:42.085823,analytical,13.77,2.91,39.77,6.91,2.06,6.44,1010.3,87.6,Alice_Smith,Beverage_Mix
NPTC_0821,2025-09-26 02:22:42.085882,pilot_plant,11.97,3.7,48.74,8.1,2.85,7.48,1145.3,83.8,Bob_Jones,Beverage_Mix
NPTC_0822,2025-09-26 17:22:42.085910,analytical,9.46,3.34,48.74,6.74,2.0,7.05,1049.1,78.5,David_Wilson,Cereal_Bar
NPTC_0823,2025-09-28 04:22:42.085938,pilot_plant,14.55,2.7,38.2,5.45,3.32,6.89,1128.4,82.1,Carol_Davis,Cereal_Bar
NPTC_0824,2025-09-27 00:22:42.085964,pilot_plant,11.77,2.23,39.98,9.42,2.49,6.97,1288.6,80.4,Alice_Smith,Protein_Powder
NPTC_0825,2025-09-26 02:22:42.085992,pilot_plant,14.16,3.84,38.68,10.39,2.08,6.59,1069.5,83.2,Alice_Smith,Protein_Powder
NPTC_0826,2025-09-28 05:22:42.086020,analytical,17.9,3.64,45.25,7.61,2.77,6.62,1012.3,93.4,Carol_Davis,Cereal_Bar
NPTC_0827,2025-09-25 11:22:42.086047,analytical,12.12,2.67,36.48,9.05,2.42,7.36,1251.3,77.9,David_Wilson,Protein_Powder
NPTC_0828,2025-09-28 19:22:42.086076,analytical,12.76,2.78,35.51,7.4,2.07,6.5,909.8,85.8,Carol_Davis,Baby_Formula
NPTC_0829,2025-09-26 14:22:42.086102,analytical,14.18,2.99,39.6,8.0,1.86,6.23,1239.9,90.2,Alice_Smith,Baby_Formula
NPTC_0830,2025-09-25 02:22:42.086130,pilot_plant,14.61,3.54,49.65,10.73,2.88,6.75,1071.9,86.5,Alice_Smith,Protein_Powder
NPTC_0831,2025-09-26 14:22:42.086158,analytical,9.85,2.85,50.19,8.52,2.68,7.11,1575.3,82.0,David_Wilson,Beverage_Mix
NPTC_0832,2025-09-27 05:22:42.086187,analytical,12.97,2.14,43.44,7.83,2.4,5.03,1061.2,81.4,David_Wilson,Beverage_Mix
NPTC_0833,2025-09-23 23:22:42.086215,analytical,17.81,4.15,41.66,8.96,1.69,5.7,1236.5,85.4,Alice_Smith,Protein_Powder
NPTC_0834,2025-09-26 14:22:42.086241,pilot_plant,13.6,3.15,50.64,8.63,2.49,7.06,1312.5,89.2,David_Wilson,Beverage_Mix
NPTC_0835,2025-09-27 20:22:42.086269,analytical,9.02,3.45,49.58,8.73,2.9,7.54,1619.4,76.2,David_Wilson,Protein_Powder
NPTC_0836,2025-09-27 07:22:42.086299,analytical,43.75,2.74,47.28,8.02,2.45,6.36,1148.0,95.9,David_Wilson,Cereal_Bar
NPTC_0837,2025-09-28 07:22:42.086325,analytical,12.1,3.23,41.1,7.63,1.73,6.36,1156.7,86.2,Bob_Jones,Cereal_Bar
NPTC_0838,2025-09-30 18:22:42.086353,analytical,14.19,3.37,44.94,10.21,2.31,5.88,1156.2,83.1,Bob_Jones,Beverage_Mix
NPTC_0839,2025-09-27 02:22:42.086381,sensory,14.65,2.86,51.73,7.01,2.53,6.25,1473.1,92.5,Bob_Jones,Protein_Powder
NPTC_0840,2025-09-29 09:22:42.086409,analytical,10.86,2.49,42.68,6.78,2.77,7.61,1254.7,75.9,Carol_Davis,Beverage_Mix
NPTC_0841,2025-09-24 11:22:42.086436,analytical,13.28,3.22,43.69,8.16,1.87,7.05,1332.6,87.5,Carol_Davis,Baby_Formula
NPTC_0842,2025-09-28 23:22:42.086463,pilot_plant,13.19,2.83,43.68,7.25,2.76,4.72,1536.0,77.6,David_Wilson,Baby_Formula
NPTC_0845,2025-09-30 10:22:42.086548,pilot_plant,11.85,3.64,51.05,8.79,2.3,5.82,854.6,84.1,Alice_Smith,Protein_Powder
NPTC_0846,2025-09-28 05:22:42.086576,analytical,12.37,4.12,42.68,9.34,2.14,6.67,1214.5,83.5,David_Wilson,Protein_Powder
NPTC_0847,2025-09-27 11:22:42.086602,pilot_plant,14.48,4.29,49.39,5.11,2.46,7.27,1146.9,81.7,Bob_Jones,Beverage_Mix
NPTC_0848,2025-09-29 23:22:42.086629,pilot_plant,12.87,4.21,49.35,8.87,3.25,7.07,1379.2,86.0,David_Wilson,Protein_Powder
NPTC_0849,2025-09-30 04:22:42.086664,analytical,19.91,3.03,48.4,9.37,1.33,6.88,1531.5,90.4,Bob_Jones,Beverage_Mix
NPTC_0850,2025-09-25 09:22:42.086690,sensory,12.96,4.08,45.37,7.26,2.2,7.01,1467.0,85.4,Carol_Davis,Protein_Powder
NPTC_0851,2025-09-29 21:22:42.086718,sensory,14.82,3.18,45.2,6.97,2.11,6.55,1263.1,91.9,Alice_Smith,Beverage_Mix
NPTC_0852,2025-09-27 15:22:42.086747,pilot_plant,15.7,3.21,40.87,5.39,2.62,6.94,1126.4,83.2,Alice_Smith,Baby_Formula
NPTC_0853,2025-09-28 16:22:42.086773,analytical,13.85,2.79,48.17,7.98,2.34,6.16,825.9,92.5,David_Wilson,Baby_Formula
NPTC_0854,2025-09-29 01:22:42.086802,pilot_plant,15.0,2.85,51.04,6.82,2.57,6.49,1097.6,94.3,David_Wilson,Beverage_Mix
NPTC_0855,2025-09-27 09:22:42.086831,analytical,9.66,4.6,33.26,7.18,2.17,7.27,1293.7,71.6,David_Wilson,Protein_Powder
NPTC_0856,2025-09-26 18:22:42.086862,analytical,12.17,2.78,56.54,8.09,2.26,6.07,1210.4,89.1,Carol_Davis,Beverage_Mix
NPTC_0857,2025-09-26 01:22:42.086898,sensory,11.82,3.97,49.03,7.28,1.74,6.57,1553.1,87.7,Bob_Jones,Cereal_Bar
NPTC_0858,2025-09-29 01:22:42.086937,analytical,46.29,2.82,51.06,6.56,2.0,5.73,1290.1,88.4,David_Wilson,Protein_Powder
NPTC_0859,2025-09-29 21:22:42.086967,analytical,13.0,1.62,34.79,7.84,2.52,5.9,1032.3,84.2,Alice_Smith,Beverage_Mix
NPTC_0860,2025-09-26 20:22:42.086996,analytical,13.62,4.12,40.63,9.1,2.0,5.37,1359.3,79.6,David_Wilson,Cereal_Bar
NPTC_0861,2025-09-27 08:22:42.087032,pilot_plant,14.79,4.22,51.07,8.52,2.95,6.75,1374.3,93.2,Carol_Davis,Cereal_Bar
NPTC_0862,2025-09-28 05:22:42.087064,pilot_plant,12.09,3.27,49.95,6.26,2.42,5.9,1278.1,82.5,Alice_Smith,Cereal_Bar
NPTC_0863,2025-09-25 09:22:42.087092,pilot_plant,16.57,3.32,48.35,8.34,2.67,6.7,1243.1,94.5,Carol_Davis,Baby_Formula
NPTC_0864,2025-09-27 14:22:42.087121,sensory,14.31,3.42,43.1,6.44,2.38,6.76,1197.5,86.8,Bob_Jones,Protein_Powder
NPTC_0865,2025-09-26 07:22:42.087148,analytical,12.99,3.09,47.76,9.84,2.64,6.97,1074.5,84.1,Bob_Jones,Cereal_Bar
NPTC_0866,2025-09-23 19:22:42.087177,analytical,15.33,3.6,42.69,8.41,3.22,5.87,1687.3,89.0,David_Wilson,Baby_Formula
NPTC_0867,2025-09-27 08:22:42.087203,sensory,11.88,3.35,47.19,8.48,2.33,6.5,1881.6,88.7,Bob_Jones,Protein_Powder
NPTC_0868,2025-09-25 22:22:42.087231,sensory,14.31,4.51,47.41,7.86,1.81,4.89,1275.6,83.0,Bob_Jones,Cereal_Bar
NPTC_0869,2025-09-28 04:22:42.087258,sensory,16.6,2.64,45.3,7.77,1.42,6.55,1426.2,95.1,David_Wilson,Beverage_Mix
NPTC_0870,2025-09-24 23:22:42.087285,analytical,13.58,3.09,43.74,10.22,1.81,4.59,1573.8,72.9,Alice_Smith,Beverage_Mix
NPTC_0871,2025-09-27 15:22:42.087316,analytical,41.78,3.82,43.92,9.98,2.01,7.33,1536.8,83.3,Bob_Jones,Baby_Formula
NPTC_0872,2025-09-27 01:22:42.087342,pilot_plant,9.75,2.61,50.58,9.52,1.82,5.84,1295.1,78.5,Bob_Jones,Cereal_Bar
NPTC_0873,2025-09-25 00:22:42.087370,pilot_plant,13.86,2.63,35.23,7.59,2.43,6.58,1018.3,88.1,Bob_Jones,Baby_Formula
NPTC_0874,2025-09-28 16:22:42.087398,analytical,8.87,3.9,46.66,8.1,2.24,7.58,883.9,76.0,David_Wilson,Protein_Powder
NPTC_0875,2025-09-27 13:22:42.087424,pilot_plant,13.47,3.81,46.52,8.5,2.44,7.35,1312.6,85.5,Alice_Smith,Beverage_Mix
NPTC_0876,2025-09-26 07:22:42.087452,analytical,12.63,3.5,52.51,8.42,2.08,7.51,976.8,84.7,David_Wilson,Baby_Formula
NPTC_0877,2025-09-30 18:22:42.087576,pilot_plant,10.14,3.57,53.82,8.65,2.05,7.6,1723.1,78.3,Bob_Jones,Baby_Formula
NPTC_0878,2025-09-30 02:22:42.087612,analytical,12.44,3.24,46.14,6.89,2.24,7.58,1503.0,80.4,Bob_Jones,Beverage_Mix
NPTC_0879,2025-09-26 13:22:42.087643,analytical,12.16,3.47,41.28,7.9,3.37,6.75,1063.9,86.3,Carol_Davis,Beverage_Mix
NPTC_0880,2025-09-30 08:22:42.087674,analytical,10.41,3.58,52.16,8.43,1.98,6.84,976.8,84.6,David_Wilson,Cereal_Bar
NPTC_0881,2025-09-28 21:22:42.087703,pilot_plant,12.5,2.88,36.99,9.29,1.83,7.36,1276.4,78.0,Alice_Smith,Cereal_Bar
NPTC_0882,2025-09-26 00:22:42.087731,pilot_plant,12.4,3.64,47.31,7.75,2.74,7.46,1198.5,83.8,Carol_Davis,Beverage_Mix
NPTC_0883,2025-09-24 19:22:42.087759,analytical,10.08,2.57,39.14,8.61,2.95,5.66,1267.7,76.5,David_Wilson,Cereal_Bar
NPTC_0884,2025-09-28 16:22:42.087788,pilot_plant,14.56,2.86,41.97,8.98,1.63,7.25,1386.9,85.8,David_Wilson,Protein_Powder
NPTC_0885,2025-09-25 22:22:42.087816,pilot_plant,9.99,3.68,46.51,7.44,2.46,6.39,1299.5,83.4,Carol_Davis,Baby_Formula
NPTC_0886,2025-09-25 09:22:42.087843,pilot_plant,12.16,3.18,44.43,8.55,1.98,6.53,966.0,87.8,Carol_Davis,Beverage_Mix
NPTC_0887,2025-09-28 14:22:42.087874,pilot_plant,10.53,2.36,52.84,7.95,1.95,7.64,1350.7,81.6,David_Wilson,Protein_Powder
NPTC_0888,2025-09-26 18:22:42.087903,analytical,13.97,3.94,52.82,8.61,2.12,7.5,1028.9,86.5,Bob_Jones,Protein_Powder
NPTC_0889,2025-09-25 10:22:42.087934,analytical,10.62,2.76,44.39,9.36,1.82,6.51,1440.6,82.8,David_Wilson,Protein_Powder
NPTC_0890,2025-09-27 12:22:42.087966,pilot_plant,11.9,3.45,51.41,7.11,2.69,6.73,1340.3,87.0,Carol_Davis,Cereal_Bar
NPTC_0891,2025-09-25 01:22:42.087996,pilot_plant,12.19,3.15,48.83,7.21,1.6,7.1,1176.7,85.2,Bob_Jones,Beverage_Mix
NPTC_0892,2025-09-30 02:22:42.088024,analytical,11.56,3.12,49.93,7.83,3.23,6.26,1127.2,88.6,Bob_Jones,Cereal_Bar
NPTC_0893,2025-09-24 13:22:42.088052,pilot_plant,10.76,4.24,50.12,6.13,2.57,6.76,1498.8,81.0,Carol_Davis,Cereal_Bar
NPTC_0894,2025-09-24 08:22:42.088080,pilot_plant,9.36,2.47,50.41,9.31,2.33,6.74,1336.5,81.3,Alice_Smith,Protein_Powder
NPTC_0895,2025-09-26 08:22:42.088108,analytical,13.18,2.16,33.2,8.28,2.29,6.02,909.9,84.0,David_Wilson,Baby_Formula
NPTC_0896,2025-09-27 23:22:42.088135,analytical,11.03,3.91,41.85,7.67,1.58,6.4,1296.4,84.2,Bob_Jones,Beverage_Mix
NPTC_0897,2025-09-28 05:22:42.088163,analytical,14.58,2.74,50.01,8.45,1.48,6.15,1179.2,93.4,Carol_Davis,Baby_Formula
NPTC_0898,2025-09-24 21:22:42.088191,analytical,11.15,4.39,43.42,9.5,2.21,6.07,1058.1,79.0,David_Wilson,Beverage_Mix
NPTC_0899,2025-09-27 11:22:42.088220,pilot_plant,13.69,2.97,43.98,8.71,2.51,8.86,1500.1,74.8,Carol_Davis,Protein_Powder
NPTC_0900,2025-09-24 07:22:42.088248,analytical,10.12,2.95,47.27,8.29,3.05,6.43,972.0,85.6,David_Wilson,Baby_Formula
NPTC_0901,2025-09-29 14:22:42.088277,pilot_plant,9.3,4.39,56.07,9.95,2.23,5.88,1036.9,75.3,Alice_Smith,Cereal_Bar
NPTC_0902,2025-09-26 08:22:42.088305,analytical,9.13,2.9,41.3,8.09,2.67,6.72,1052.3,80.9,Carol_Davis,Beverage_Mix
NPTC_0903,2025-09-27 20:22:42.088333,analytical,11.85,3.88,50.33,3.59,2.3,7.28,1014.8,72.4,Carol_Davis,Baby_Formula
NPTC_0904,2025-09-30 04:22:42.088360,sensory,11.76,3.55,49.98,8.24,2.04,6.45,1308.1,89.8,Alice_Smith,Beverage_Mix
NPTC_0906,2025-09-23 20:22:42.088416,pilot_plant,14.95,1.45,38.69,8.92,2.41,7.28,1262.9,86.3,David_Wilson,Protein_Powder
NPTC_0907,2025-09-26 20:22:42.088443,analytical,12.8,4.48,42.44,6.72,1.4,6.72,1003.1,83.9,David_Wilson,Cereal_Bar
NPTC_0908,2025-09-25 08:22:42.088475,sensory,10.0,2.44,45.75,7.11,2.87,6.12,1226.9,81.3,Bob_Jones,Baby_Formula
NPTC_0909,2025-09-25 12:22:42.088502,analytical,12.7,3.69,45.58,5.77,2.18,6.8,1510.8,82.2,Carol_Davis,Baby_Formula
NPTC_0910,2025-09-30 15:22:42.088530,analytical,10.93,3.74,51.14,9.23,2.37,5.8,1050.2,80.7,Bob_Jones,Baby_Formula
NPTC_0911,2025-09-29 13:22:42.088557,analytical,10.4,3.89,43.97,7.92,2.71,7.06,1362.7,81.5,Bob_Jones,Beverage_Mix
NPTC_0912,2025-09-23 23:22:42.088584,pilot_plant,12.85,2.61,42.53,7.3,2.93,6.93,1027.0,85.8,Bob_Jones,Cereal_Bar
NPTC_0913,2025-09-30 18:22:42.088612,analytical,9.85,5.06,44.38,5.99,3.5,5.75,1170.4,72.6,Alice_Smith,Beverage_Mix
NPTC_0914,2025-09-26 01:22:42.088640,pilot_plant,12.09,4.03,49.57,8.12,3.06,6.75,1194.9,89.0,Bob_Jones,Cereal_Bar
NPTC_0915,2025-09-28 16:22:42.088667,pilot_plant,11.02,3.31,48.49,8.26,2.79,6.45,1374.5,87.9,Alice_Smith,Cereal_Bar
NPTC_0916,2025-09-25 14:22:42.088695,analytical,13.8,3.46,48.31,6.65,2.24,6.96,1056.8,87.2,Bob_Jones,Cereal_Bar
NPTC_0917,2025-09-30 03:22:42.088734,analytical,8.96,3.22,45.54,8.88,2.43,6.69,1485.4,79.8,David_Wilson,Protein_Powder
NPTC_0918,2025-09-25 07:22:42.088766,sensory,9.88,1.98,58.16,8.14,2.56,5.79,1493.0,83.1,Carol_Davis,Baby_Formula
NPTC_0919,2025-09-26 22:22:42.088795,pilot_plant,14.62,3.44,47.56,7.25,1.73,6.47,1104.6,93.2,David_Wilson,Protein_Powder
NPTC_0920,2025-09-30 01:22:42.088822,analytical,12.17,3.85,49.73,8.39,3.04,6.31,1172.3,88.9,David_Wilson,Baby_Formula
NPTC_0921,2025-09-24 03:22:42.088852,pilot_plant,15.49,4.22,40.79,9.34,2.07,4.44,1165.1,75.4,David_Wilson,Baby_Formula
NPTC_0922,2025-09-28 01:22:42.088880,analytical,13.3,4.43,43.66,8.91,2.46,6.49,1418.2,87.9,Alice_Smith,Cereal_Bar
NPTC_0923,2025-09-25 03:22:42.088911,pilot_plant,12.82,2.43,43.68,6.23,1.73,7.39,1193.5,80.0,Bob_Jones,Baby_Formula
NPTC_0924,2025-09-28 03:22:42.088940,analytical,11.65,2.16,43.11,9.36,2.9,7.01,1159.4,81.5,Alice_Smith,Baby_Formula
NPTC_0925,2025-09-24 18:22:42.088968,analytical,13.4,3.93,48.74,9.98,3.18,6.56,1289.8,87.0,Bob_Jones,Beverage_Mix
NPTC_0926,2025-09-26 15:22:42.088996,analytical,11.51,2.84,43.77,8.22,1.59,5.64,1322.4,82.0,David_Wilson,Protein_Powder
